³¯Â¥,Y,Áö¼ö½Ã°¡,Áö¼ö°í°¡,Áö¼öÀú°¡,Áö¼öÁ¾°¡,°Å·¡·®,°Å·¡´ë±Ý,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,ÀÚº»±Ý,¿Ü±¹ÀÎº¸À¯ÁÖ½Ä¼ö,¿Ü±¹ÀÎº¸À¯½Ã°¡ÃÑ¾×,½Å¿ë°Å·¡Á¾¸ñ¼ö,½Å¿ë°¡´ÉÁ¾¸ñ°Å·¡·®,½Å¿ëÀÚ·áÀÏÀÚ,ÀüÃ¼Á¾¸ñ¼ö,È¸»ç¼ö,°Å·¡Çü¼ºÁ¾¸ñ¼ö,»ó½ÂÁ¾¸ñ¼ö,ÇÏ¶ôÁ¾¸ñ¼ö,º¸ÇÕÁ¾¸ñ¼ö,»óÇÑÁ¾¸ñ¼ö,ÇÏÇÑÁ¾¸ñ¼ö,¿¬ÁßÃÖ°í°¡Á¾¸ñ¼ö,¿¬ÁßÃÖÀú°¡Á¾¸ñ¼ö,25ÀÏÀÌÆò»óÈ¸Á¾¸ñ°Ç¼ö,25ÀÏÀÌÆòÇÏÈ¸Á¾¸ñ°Ç¼ö,52ÁÖ½Å°í°¡Á¾¸ñ¼ö,52ÁÖ½ÅÀú°¡Á¾¸ñ¼ö,¹è´ç ¼öÀÍÀ²
2013-06-26,»ó½Â,1799.74,1799.74,1772.49,1783.45,296935600,4291538,34583838,1037012894,98171758,5466752,349729386,1052,381238093,20130624,916,773,871,613,218,50,3,3,0,0,106,946,6,58,1.33
2013-06-27,»ó½Â,1809.55,1839.52,1809.4,1834.7,286261000,4189195,34585063,1067530898,98173101,5466646,361893478,1052,369413443,20130625,916,773,888,746,116,31,3,3,0,0,148,904,5,9,1.29
2013-06-28,ÇÏ¶ô,1844.6,1864.09,1844.6,1863.32,251085800,4464976,34585749,1084216313,98175945,5469181,367259347,1052,328775911,20130626,916,773,876,632,198,59,4,1,0,0,212,840,4,7,1.27
2013-07-01,ÇÏ¶ô,1851.57,1866.63,1850.03,1855.73,220875200,3037858,34868899,1079755040,98317520,5470508,364659609,1052,268334413,20130627,916,773,871,467,355,64,4,1,0,0,235,817,5,5,1.28
2013-07-02,ÇÏ¶ô,1861.26,1867.18,1850.29,1855.02,483156500,3895814,34869192,1078800375,98318982,5469316,363789927,1052,543320382,20130628,916,773,879,431,380,80,3,1,0,0,251,801,3,2,1.28
2013-07-03,ÇÏ¶ô,1854.29,1860.46,1823.1,1824.66,405796800,3773791,34869192,1061220052,98318982,5462914,357649515,1052,483481316,20130701,916,773,870,196,634,51,3,1,0,0,221,831,7,4,1.3
2013-07-04,»ó½Â,1830.49,1840.38,1825.62,1839.14,313015700,3157936,34869261,1069330148,98319156,5465836,360136413,1052,365969770,20130702,916,773,870,482,316,84,3,0,0,0,269,783,6,8,1.29
2013-07-05,»ó½Â,1848.97,1857.39,1828.75,1833.31,285635800,3778604,34870386,1065611604,98319718,5466349,357401730,1052,357966951,20130703,916,773,868,434,353,95,3,0,0,0,318,734,9,3,1.29
2013-07-08,»ó½Â,1830.81,1840.57,1809.72,1816.85,303581000,3586497,34891939,1055955741,98427486,5465059,353212209,1052,378324897,20130704,916,773,866,248,563,72,3,1,0,0,284,768,6,21,1.3
2013-07-09,»ó½Â,1828.63,1831.35,1815.03,1830.35,257900500,3169262,34891939,1063799728,98427486,5466287,355780414,1052,322174616,20130705,916,773,863,502,287,84,3,0,0,0,341,711,6,14,1.29
2013-07-10,»ó½Â,1835.94,1836.91,1818.94,1824.16,267902000,3284076,34892209,1060272376,98427621,5464204,355154410,1052,324279226,20130708,916,773,869,277,523,80,4,1,0,0,314,738,7,15,1.3
2013-07-11,ÇÏ¶ô,1840.34,1877.6,1840.34,1877.6,331465600,3999956,34896549,1091690783,98429820,5469109,367138992,1052,426386835,20130709,916,773,876,662,157,65,4,2,0,0,508,544,13,6,1.26
2013-07-12,»ó½Â,1873.66,1873.66,1863.4,1869.98,265985800,3490851,34939594,1087516259,98645043,5471105,365344446,1053,313464512,20130710,917,774,877,406,382,99,6,1,0,0,532,521,12,2,1.27
2013-07-15,»ó½Â,1869.98,1877.46,1847.82,1875.16,330028200,3187405,34941905,1090687660,98646199,5473853,366452371,1053,411651849,20130711,917,774,876,438,357,90,7,1,0,0,563,490,10,4,1.26
2013-07-16,»ó½Â,1875.53,1875.68,1860.37,1866.36,303329900,2998515,34952621,1085812119,98651557,5475197,364586347,1052,350502669,20130712,917,774,870,406,395,79,5,1,0,0,619,434,9,5,1.27
2013-07-17,»ó½Â,1871.29,1894.7,1856.55,1887.49,382916800,4022466,34952623,1097943787,98651569,5477500,368836148,1052,481897985,20130715,917,774,874,501,297,91,0,1,0,0,677,376,9,1,1.26
2013-07-18,»ó½Â,1883.07,1885.01,1870.78,1875.48,380291900,3520562,35026391,1092229857,98722293,5477525,365379991,1053,442586948,20130716,917,774,868,322,474,88,4,1,0,0,668,385,15,3,1.26
2013-07-19,»ó½Â,1880.44,1881.4,1861.43,1871.41,319619600,3633387,35026435,1089440290,98722315,5477923,363742821,1053,393264367,20130717,917,774,868,419,381,83,5,1,0,0,684,369,18,2,1.27
2013-07-22,»ó½Â,1880.81,1894.41,1873.17,1880.35,356943800,3651967,35027485,1094411489,98727565,5479968,364462477,1053,427610473,20130718,917,774,865,435,362,82,3,0,0,0,689,364,12,4,1.26
2013-07-23,»ó½Â,1890.55,1904.15,1885.57,1904.15,352401500,4347626,35028032,1108262924,98730173,5479512,370272329,1053,436518929,20130719,917,774,877,497,303,87,10,0,0,0,771,282,17,3,1.24
2013-07-24,»ó½Â,1904.07,1914.41,1901.15,1912.08,322150400,3546451,35041646,1113033436,98736980,5480416,371795608,1053,373182687,20130722,917,774,863,445,341,90,7,1,0,0,792,261,14,1,1.24
2013-07-25,»ó½Â,1906.57,1913.91,1904.44,1909.61,311996700,3901940,35041681,1111781427,98737156,5481074,371922207,1053,361830120,20130723,917,774,872,304,494,83,5,1,0,0,754,299,10,4,1.24
2013-07-26,»ó½Â,1912.05,1915.97,1902.47,1910.81,320157600,3865049,35044570,1112185944,98738600,5480214,371915510,1053,365113663,20130724,917,774,863,417,385,74,3,1,0,0,761,292,11,4,1.24
2013-07-29,»ó½Â,1908.66,1912.57,1899.02,1899.89,337585600,4251052,35044570,1105825306,98738600,5476580,369943455,1053,385913252,20130725,917,774,867,222,591,68,6,0,0,0,687,366,17,7,1.25
2013-07-30,ÇÏ¶ô,1901.88,1917.11,1900.54,1917.05,366881000,3597795,35051221,1115962493,98771855,5482668,373844214,1053,415392125,20130726,917,774,869,487,305,88,6,1,0,0,685,368,21,7,1.24
2013-07-31,ÇÏ¶ô,1915.47,1920.6,1910.82,1914.03,384141700,4082140,35051686,1114570889,98774183,5481411,372869437,1053,416743634,20130729,917,774,871,468,346,70,5,0,0,0,687,366,31,7,1.21
2013-08-01,ÇÏ¶ô,1916.56,1925.32,1906.74,1920.74,336061200,3637309,34880260,1118344705,98688470,5481820,374078567,1055,398425221,20130730,917,774,872,421,374,87,9,1,0,0,696,359,32,7,1.21
2013-08-02,ÇÏ¶ô,1936.26,1939.28,1920.98,1923.38,298151500,4040964,34881218,1120302447,98688949,5482838,375081500,1055,348372436,20130731,917,774,865,463,322,92,7,0,0,0,723,332,38,5,1.21
2013-08-05,ÇÏ¶ô,1920.83,1925.6,1915.69,1916.22,233985100,2761888,34881218,1116329228,98688949,5484669,373571441,1055,267051990,20130801,917,774,864,421,360,89,4,6,0,0,732,323,20,7,1.21
2013-08-06,»ó½Â,1914.06,1914.06,1895.87,1906.62,294648700,3495317,34881428,1110767727,98689998,5479304,370975749,1055,349079556,20130802,917,774,872,309,490,82,6,0,0,0,698,357,18,6,1.22
2013-08-07,»ó½Â,1892.47,1895.5,1878.33,1878.33,312431200,3564849,34882385,1094186637,98690477,5477242,364524169,1055,363658652,20130805,917,774,873,258,551,71,8,0,0,0,578,477,11,7,1.23
2013-08-08,»ó½Â,1884.58,1896.07,1879.13,1883.97,338167800,3685849,34882385,1097598669,98690477,5475213,365257059,1055,407817229,20130806,917,774,867,427,338,109,7,0,0,0,600,455,12,7,1.23
2013-08-09,»ó½Â,1884.57,1888.79,1876.07,1880.71,283474900,3540885,34885435,1095958728,98692002,5471871,365355320,1055,339169895,20130807,917,774,864,318,455,99,2,0,0,0,563,492,16,6,1.23
2013-08-12,»ó½Â,1878.5,1894.42,1878.33,1884.83,297512200,3100504,34885453,1098124276,98692090,5465195,365780183,1055,344505815,20130808,917,774,858,313,470,81,6,0,0,0,536,519,13,6,1.23
2013-08-13,ÇÏ¶ô,1893.42,1913.03,1890.78,1913.03,362604200,4108405,34885453,1115161523,98692090,5467212,373252870,1055,417911272,20130809,917,774,870,409,378,92,7,9,0,0,584,471,17,17,1.21
2013-08-14,ÇÏ¶ô,1912.59,1925.1,1908.92,1923.91,363325400,4112711,34885453,1122009055,98692090,5475562,376466495,1054,413296341,20130812,917,774,868,449,339,93,5,8,0,0,588,467,25,12,1.21
2013-08-16,ÇÏ¶ô,1903.72,1927.59,1901.7,1920.11,348501600,3772940,34900244,1120558041,98765994,5486633,376552207,1054,422764636,20130813,917,774,876,354,439,91,10,2,0,0,566,489,12,15,1.21
2013-08-19,ÇÏ¶ô,1917.32,1918.71,1909.8,1917.64,302122700,3345600,34897120,1118784576,98750378,5488483,375512923,1054,342109624,20130814,916,773,878,369,419,96,7,3,0,0,562,492,13,11,1.21
2013-08-20,ÇÏ¶ô,1910.3,1923.42,1885.93,1887.85,350350900,4262100,34897120,1101748111,98750378,5488868,370907796,1054,430384440,20130816,916,773,874,123,711,47,6,6,0,0,394,660,11,12,1.23
2013-08-21,»ó½Â,1891.01,1894.74,1863.6,1867.46,411235600,4311940,34917132,1089791972,98760386,5486749,366852876,1054,494604239,20130819,916,773,876,169,648,63,4,4,0,0,309,745,7,26,1.24
2013-08-22,»ó½Â,1847.94,1858.5,1838.52,1849.12,425947400,4284093,34824795,1079283752,98714223,5477962,364205834,1054,517765766,20130820,916,773,861,124,695,53,4,3,0,0,223,831,3,52,1.25
2013-08-23,»ó½Â,1861.58,1876.14,1854.67,1870.16,374962900,3901636,34825432,1091377242,98714860,5480740,368727766,1054,450555199,20130821,916,773,865,611,190,72,7,2,0,0,256,798,4,17,1.24
2013-08-26,»ó½Â,1876.59,1890.38,1876.59,1887.86,316295300,3304216,34825432,1101705255,98714860,5492940,372337625,1054,367219236,20130822,916,773,863,537,268,70,5,0,0,0,324,730,12,13,1.23
2013-08-27,»ó½Â,1883.71,1896.63,1881.44,1885.84,409263300,3771554,34830420,1100572386,98717354,5489643,372489447,1054,468824337,20130823,916,773,859,256,539,74,1,0,0,0,311,743,11,26,1.23
2013-08-28,»ó½Â,1862.51,1885.35,1861.56,1884.52,378293600,3441945,34830420,1099618237,98717354,5492706,372657885,1054,459741317,20130826,916,773,853,242,534,91,3,0,0,0,272,782,4,43,1.23
2013-08-29,»ó½Â,1892.03,1914.9,1891.59,1907.54,301695900,4794557,34830420,1116639955,98717354,5494535,380024743,1055,395475855,20130827,917,774,862,562,246,69,8,1,0,0,363,692,16,15,1.21
2013-08-30,»ó½Â,1918.91,1926.37,1910.37,1926.36,300930800,5106302,34830927,1128186067,98719890,5498663,385469659,1055,380195643,20130828,917,774,864,419,376,79,7,2,0,0,397,658,10,13,1.2
2013-09-02,»ó½Â,1925.32,1932.46,1921.01,1924.81,243988900,3476992,34830939,1126896998,98719949,5500186,384006559,1055,313023665,20130829,917,774,866,461,331,78,3,1,0,0,422,633,10,12,1.2
2013-09-03,»ó½Â,1934.24,1940.99,1928.09,1933.74,300059800,4078554,34831439,1131601422,98722450,5505802,384728713,1055,357841294,20130830,917,774,873,544,267,71,11,0,0,0,481,574,14,6,1.2
2013-09-04,»ó½Â,1929.6,1938.26,1921.93,1933.03,284190500,4100970,34832901,1131372891,98723166,5506673,385064203,1055,341675943,20130902,917,774,856,387,382,94,6,0,0,0,478,577,11,0,1.2
2013-09-05,»ó½Â,1943.66,1954.21,1937.82,1951.65,286744000,4491992,34846901,1142101029,98730166,5521012,389808186,1055,366635333,20130903,917,774,871,503,310,64,16,0,0,0,544,511,16,3,1.18
2013-09-06,»ó½Â,1954.11,1962.15,1949.01,1955.31,324987000,4313480,34846901,1144367010,98730166,5531782,391519867,1055,389288260,20130904,917,774,873,344,450,87,8,0,0,0,527,528,27,5,1.18
2013-09-09,»ó½Â,1964.09,1974.67,1962.62,1974.67,270736800,4513740,34847927,1155210813,98730679,5544979,395701445,1055,348728687,20130905,917,774,873,459,338,82,13,0,0,0,590,465,24,3,1.17
2013-09-10,»ó½Â,1978.08,1994.06,1974.59,1994.06,264327600,5438042,34851927,1166207818,98732679,5557957,400895121,1055,354575187,20130906,917,774,884,484,330,75,20,0,0,0,624,431,29,8,1.16
2013-09-11,»ó½Â,1995.96,2003.85,1987.4,2003.85,299411900,4630469,34851927,1172067140,98732679,5572845,403406429,1055,382146155,20130909,917,774,885,544,264,84,27,0,0,0,663,392,25,4,1.15
2013-09-12,»ó½Â,2004.67,2017.48,1995.16,2004.06,359255900,6694452,34855421,1172233802,98736915,5588227,404889441,1055,482390987,20130910,917,774,879,414,401,70,7,7,0,0,691,364,25,2,1.15
2013-09-13,»ó½Â,1994.95,2004.87,1992.26,1994.32,253919800,4018597,34857710,1166419018,98740379,5594491,403238786,1055,320315758,20130911,917,774,876,318,469,97,6,0,0,0,682,373,11,2,1.16
2013-09-16,ÇÏ¶ô,2011.69,2018.02,2004.45,2013.37,248501100,4123681,34872155,1178297790,98740379,5601796,408615308,1057,313909915,20130912,919,775,882,373,444,72,13,2,0,0,672,385,16,9,1.15
2013-09-17,»ó½Â,2009.31,2009.31,1994.31,2005.58,264661800,4325668,34872794,1173129129,98740646,5610580,406089965,1057,325666227,20130913,919,775,880,437,369,79,18,1,0,0,685,372,18,3,1.15
2013-09-23,ÇÏ¶ô,2000.72,2015.18,1994.77,2009.41,249539600,5091612,34872794,1175205663,98740646,5616403,406705629,1056,317848424,20130916,919,775,892,439,380,76,23,8,0,0,691,366,34,4,1.15
2013-09-24,ÇÏ¶ô,2001.51,2011.11,1990.36,2007.1,309360000,4253699,34872800,1173541498,98740674,5620488,406665310,1056,369226443,20130917,919,775,886,343,464,85,19,0,0,0,693,364,36,8,1.15
2013-09-25,»ó½Â,2004.53,2006.88,1988.87,1998.06,294752800,4393043,34872713,1168835688,98740689,5626252,405153196,1056,358794961,20130923,918,774,880,390,419,79,30,0,0,0,691,365,36,10,1.16
2013-09-26,ÇÏ¶ô,1992.1,2007.32,1991.1,2007.32,255553100,3998832,34872713,1174108692,98740689,5632087,406791156,1056,317358237,20130924,918,774,889,533,274,86,48,0,0,0,737,319,58,6,1.15
2013-09-27,ÇÏ¶ô,2012.26,2016.34,2008.25,2011.8,282342100,4167115,34872723,1176651142,98740699,5635850,407432351,1056,326607651,20130925,918,774,899,472,357,71,15,16,0,0,767,289,58,2,1.15
2013-09-30,»ó½Â,2002.02,2005.41,1994.22,1996.96,292784200,4187245,34876022,1167983077,98742373,5632142,404561405,1056,354016870,20130926,918,774,891,279,543,73,16,3,0,0,706,350,40,8,1.16
2013-10-01,»ó½Â,1997.62,2012.52,1991.22,1998.87,281272500,3901939,34885103,1169026732,98786731,5636527,406063105,1055,345122858,20130927,918,774,883,304,511,74,14,2,0,0,648,408,31,12,1.16
2013-10-02,»ó½Â,2012.07,2012.82,1999.02,1999.47,238251800,4378234,34885133,1170019740,98786746,5638910,407736055,1055,283013443,20130930,918,774,881,330,467,89,6,9,0,0,624,432,28,13,1.16
2013-10-04,»ó½Â,1999.92,2004.65,1985.63,1996.98,241066300,4325025,34855133,1168813449,98786746,5642236,408874372,1055,301032158,20131001,917,773,877,271,540,73,5,14,0,0,550,505,14,13,1.16
2013-10-07,»ó½Â,1997.17,2002.61,1991.02,1994.42,249767100,3435894,34855175,1167479562,98786955,5645399,409535038,1055,288084000,20131002,917,773,879,265,555,62,13,0,0,0,481,574,20,13,1.16
2013-10-08,»ó½Â,1987.97,2002.78,1981.21,2002.76,329570100,4244447,34855175,1172608965,98786955,5654848,411564387,1055,388175960,20131004,917,773,879,329,481,80,5,4,0,0,443,612,20,21,1.15
2013-10-10,»ó½Â,2000.91,2010,1997.66,2001.4,222678200,3994656,34855175,1172144212,98786955,5655207,412051625,1056,285566890,20131007,917,773,877,325,462,96,5,2,0,0,395,661,22,16,1.15
2013-10-11,»ó½Â,2018.01,2028.11,2012.66,2024.9,254286400,4723740,34855871,1185550555,98788695,5665259,417163969,1056,342739062,20131008,917,773,884,539,261,90,4,1,0,0,464,592,28,10,1.14
2013-10-14,»ó½Â,2026.07,2026.79,2019.65,2020.27,220739400,3629371,34855871,1182866224,98788695,5668916,416639145,1056,265319558,20131010,917,773,880,325,482,81,8,2,0,0,429,627,25,12,1.14
2013-10-15,»ó½Â,2034.69,2045.5,2033.84,2040.96,233624600,4089308,34855873,1195360367,98788705,5673135,422425904,1056,295238103,20131011,917,773,885,439,370,80,16,1,0,0,450,606,41,11,1.13
2013-10-16,»ó½Â,2040.03,2049.5,2033.75,2034.61,267494200,4500342,34876577,1191320796,98840466,5682082,421352670,1056,326002604,20131014,917,773,881,326,490,70,19,0,0,0,440,616,44,15,1.14
2013-10-17,»ó½Â,2051.19,2052.44,2035.96,2040.61,306925000,4897613,34876644,1195012615,98840500,5688649,423867887,1058,358844585,20131015,917,773,879,348,463,73,15,2,0,0,429,629,57,26,1.13
2013-10-18,ÇÏ¶ô,2046.56,2052.4,2041.36,2052.4,257591800,4489538,34877724,1201648690,98841191,5695891,426655861,1058,310669775,20131016,917,773,879,457,343,85,8,6,0,0,432,626,56,22,1.13
2013-10-21,ÇÏ¶ô,2054.16,2060.18,2047.83,2053.01,281927600,4150875,34878041,1202158774,98842211,5700429,427343977,1058,318196593,20131017,917,773,897,424,382,93,18,3,0,0,457,601,44,15,1.13
2013-10-22,ÇÏ¶ô,2051.01,2056.12,2045.45,2056.12,378783400,4804580,34878075,1204010753,98842228,5705903,426975600,1058,414306218,20131018,917,773,884,517,303,76,20,2,0,0,515,543,39,7,1.12
2013-10-23,»ó½Â,2062.81,2063.28,2035.75,2035.75,367990500,5363362,34878075,1192377256,98842228,5717716,422970129,1058,421189191,20131021,917,773,884,309,515,67,11,6,0,0,465,593,38,7,1.13
2013-10-24,ÇÏ¶ô,2034.96,2046.69,2027.93,2046.69,254851400,3815455,34878338,1198492788,98842359,5722473,424840304,1058,300050272,20131022,917,773,886,506,302,86,2,15,0,0,515,543,22,7,1.13
2013-10-25,»ó½Â,2047.46,2047.46,2023.82,2034.39,234838200,4032298,34878386,1191286126,98842560,5720370,423181331,1058,286630141,20131023,917,773,880,320,471,98,5,0,0,0,496,562,18,5,1.14
2013-10-28,ÇÏ¶ô,2037.28,2048.14,2030.9,2048.14,257528400,3938574,34888386,1199879847,98847560,5724987,428063430,1058,301814796,20131024,917,773,886,383,439,72,3,9,0,0,506,552,26,10,1.13
2013-10-29,ÇÏ¶ô,2046.67,2053.78,2039.46,2051.76,307654200,3634698,34893044,1202192037,98849888,5732596,429197553,1058,371284160,20131025,917,773,885,386,415,90,13,1,0,0,510,548,10,8,1.13
2013-10-30,ÇÏ¶ô,2055,2059.58,2043.93,2059.58,263429100,4219984,34980762,1210746392,99276248,5738849,431817510,1059,315141182,20131028,918,774,880,452,352,86,6,1,0,0,567,492,23,6,1.12
2013-10-31,ÇÏ¶ô,2050.96,2055.59,2030.09,2030.09,254503900,4547711,34980899,1193781141,99276593,5736342,425104640,1060,305791647,20131029,918,774,891,271,555,67,3,7,0,0,476,584,17,11,1.13
2013-11-01,ÇÏ¶ô,2037.25,2041.23,2030.57,2039.42,294189700,3657014,34980899,1199505100,99276593,5732816,428340586,1060,330004058,20131030,918,774,884,403,396,90,3,7,0,0,487,573,12,7,1.13
2013-11-04,ÇÏ¶ô,2035.08,2035.84,2022.91,2025.17,235243000,3529047,34980920,1191456177,99276694,5728439,425013971,1060,284641285,20131031,918,774,886,307,499,89,10,0,0,0,428,632,13,11,1.14
2013-11-05,ÇÏ¶ô,2027.62,2029.6,2010.2,2013.93,257823900,3560407,34980920,1184949400,99276694,5726032,422894756,1060,304320296,20131101,918,774,884,304,499,85,23,1,0,0,389,671,15,22,1.14
2013-11-06,ÇÏ¶ô,2015.32,2023.52,2011.41,2013.67,273687300,3985662,34982697,1185252602,99279639,5725538,422304671,1061,313807616,20131104,919,775,877,359,432,91,12,2,0,0,404,657,16,26,1.14
2013-11-07,ÇÏ¶ô,2014.85,2017.55,2000.6,2004.04,310946700,3714065,34990336,1179655618,99317833,5723875,420489982,1061,362360328,20131105,919,775,883,250,549,91,9,1,0,0,363,698,10,25,1.15
2013-11-08,»ó½Â,1987.21,1998.59,1984.86,1984.87,287308500,4559407,35012646,1168529970,99396616,5730358,415432516,1061,340132819,20131106,919,775,882,246,571,71,2,1,0,0,328,733,4,46,1.16
2013-11-11,»ó½Â,1995.86,1995.86,1973.05,1977.3,286216600,3410525,35012646,1164304747,99396617,5726146,415472527,1061,324626063,20131107,919,775,882,189,639,59,5,7,0,0,259,802,4,57,1.17
2013-11-12,»ó½Â,1983.94,2000.41,1983.89,1995.48,247354900,3247240,35013857,1175662115,99397223,5727993,420210057,1061,288626963,20131108,919,775,875,555,252,77,6,3,0,0,294,767,5,34,1.15
2013-11-13,»ó½Â,1993.16,1993.16,1963.56,1963.56,251537300,3512885,35015256,1156389158,99397923,5722222,412191606,1061,315882563,20131111,919,775,881,231,582,76,14,2,0,0,259,802,6,28,1.17
2013-11-14,»ó½Â,1980.2,1981.89,1963.42,1967.56,323106600,3810479,35027500,1159172087,99459141,5726463,413283460,1061,384879688,20131112,919,775,888,444,368,86,6,1,0,0,292,769,8,39,1.17
2013-11-15,»ó½Â,1980.99,2006.31,1980.99,2005.64,264691000,3714811,35029229,1181428719,99460136,5725631,422076362,1061,334238196,20131113,919,775,883,538,280,71,4,3,0,0,332,729,18,27,1.15
2013-11-18,»ó½Â,2014.24,2018.17,2009.76,2010.81,313966700,3090011,35069229,1185243685,99480136,5722980,424100192,1061,353173686,20131114,919,775,883,342,463,86,11,3,0,0,339,722,18,31,1.15
2013-11-19,ÇÏ¶ô,2009.95,2033.91,2009.47,2031.64,402796300,4303734,35071535,1197407145,99481449,5724574,428820532,1061,470030114,20131115,919,775,887,427,394,70,3,7,0,0,399,662,23,28,1.13
2013-11-20,»ó½Â,2028.34,2029.61,2010.74,2017.24,334802700,4465359,35072215,1188364622,99484853,5726111,424577464,1061,380636097,20131118,919,775,883,385,420,82,18,0,0,0,356,705,16,18,1.14
2013-11-21,»ó½Â,2013.71,2013.71,1985.65,1993.78,292665700,3323343,35093994,1174753346,99493377,5722842,418987368,1062,365185090,20131119,920,776,879,230,580,76,4,0,0,0,311,751,7,35,1.16
2013-11-22,»ó½Â,2002.15,2011.2,1992.48,2006.23,350984900,3543775,35027946,1181439809,99328256,5722627,421148511,1062,411199970,20131120,920,776,882,451,328,108,4,1,0,0,337,725,17,21,1.15
2013-11-25,»ó½Â,2020,2031.11,2015.98,2015.98,295511800,3117500,35027946,1187432873,99328256,5725871,423435231,1062,357813942,20131121,920,776,881,512,289,87,9,2,0,0,409,653,24,16,1.14
2013-11-26,ÇÏ¶ô,2008.19,2022.66,1998.9,2022.64,275309000,3474546,35027946,1190624549,99328256,5722507,424715796,1062,356722846,20131122,920,776,876,409,389,86,4,2,0,0,418,644,21,13,1.14
2013-11-27,ÇÏ¶ô,2016.28,2028.81,2010.84,2028.81,284075000,4006049,35043259,1194332356,99404822,5740379,426200563,1062,347623480,20131125,920,776,885,445,368,77,5,0,0,0,466,596,18,5,1.14
2013-11-28,ÇÏ¶ô,2039.73,2047.66,2037.73,2045.77,276271000,4118738,35093159,1204595427,99618772,5740680,430543385,1062,346317952,20131126,920,776,886,518,299,76,10,3,0,0,531,531,32,6,1.13
2013-11-29,ÇÏ¶ô,2044.85,2050.7,2038.46,2044.87,245371200,3429544,35093159,1204177350,99618772,5744138,430336103,1062,296225911,20131127,920,776,883,404,381,104,4,1,0,0,553,509,24,4,1.13
2013-12-02,ÇÏ¶ô,2050.45,2052.88,2029.1,2030.78,229691800,3273687,35093165,1196240276,99618788,5743939,427811171,1062,286778432,20131128,920,776,879,301,527,58,8,2,0,0,517,545,21,13,1.13
2013-12-03,ÇÏ¶ô,2023.62,2028.07,2008.55,2009.36,294947300,3753759,35097435,1184027196,99620923,5739116,423708599,1062,350180984,20131129,920,776,881,223,588,75,3,6,0,0,426,636,14,16,1.15
2013-12-04,ÇÏ¶ô,1998.69,2006.71,1986.8,1986.8,230327000,3645117,35097471,1171088722,99621102,5735211,417988726,1062,301629633,20131202,920,776,878,284,524,76,2,4,0,0,385,677,5,33,1.16
2013-12-05,ÇÏ¶ô,1993.73,1994.32,1971.44,1984.77,217668200,3420745,35113044,1169904929,99660035,5726711,417295557,1061,303927338,20131203,920,776,889,365,418,112,0,2,0,0,366,696,11,24,1.16
2013-12-06,ÇÏ¶ô,1982.99,1990.55,1980.4,1980.41,201896800,3329452,35113044,1166680545,99660035,5723583,415995226,1061,252943613,20131204,921,777,883,374,439,83,2,1,0,0,366,697,17,23,1.16
2013-12-09,ÇÏ¶ô,2000.52,2003.97,1997.58,2000.38,230268900,3066472,35113044,1178210602,99660035,5722701,420620063,1061,267088560,20131205,920,777,883,387,424,82,3,1,0,0,400,662,19,21,1.15
2013-12-10,ÇÏ¶ô,2000.03,2001.33,1989.41,1993.45,200955300,3073436,35135614,1174575974,99671221,5720573,419376575,1061,228807435,20131206,919,777,878,319,487,84,6,0,0,0,398,664,14,31,1.15
2013-12-11,ÇÏ¶ô,1987.22,2000.15,1972.87,1977.97,231373800,3519642,35135614,1166361599,99671221,5714394,416555437,1061,297166851,20131209,919,777,877,263,543,79,4,3,0,0,344,718,12,36,1.16
2013-12-12,»ó½Â,1966.44,1970.51,1958.99,1967.93,255083500,4082827,35140625,1161407641,99674761,5704113,414323555,1061,340138103,20131210,918,777,881,373,420,99,4,4,0,0,341,720,14,47,1.17
2013-12-13,»ó½Â,1963.04,1963.81,1947.44,1962.91,234102200,3788318,35145259,1158225846,99676730,5734534,412429814,1061,314728930,20131211,918,777,877,363,426,98,2,5,0,0,345,716,13,33,1.17
2013-12-16,»ó½Â,1960.6,1970.25,1956.63,1961.15,213506200,2987690,35145261,1157484195,99676737,5728686,412277529,1061,265117001,20131212,918,777,873,265,547,68,2,3,0,0,324,737,15,31,1.17
2013-12-17,»ó½Â,1977.94,1979.62,1962.22,1965.74,253888000,3811258,35145278,1160168227,99676826,5724082,413021560,1061,298508931,20131213,918,777,875,367,436,83,2,2,0,0,323,738,11,39,1.17
2013-12-18,»ó½Â,1971.85,1982.42,1966.18,1974.63,258663700,3877243,35216279,1165258056,99854176,5722456,414510032,1061,301406919,20131216,918,777,875,391,404,88,4,1,0,0,338,723,4,46,1.17
2013-12-19,»ó½Â,1996.79,1997.02,1969.95,1975.65,255817000,3869647,35216279,1166222897,99854176,5721688,415727305,1063,308848619,20131217,918,777,884,361,440,89,1,0,0,0,334,729,11,31,1.17
2013-12-20,»ó½Â,1973.12,1984.44,1972.59,1983.35,247064500,3266872,35254178,1171122108,100047269,5719857,417127160,1063,289710497,20131218,918,777,877,431,360,93,2,0,0,0,340,723,9,36,1.16
2013-12-23,ÇÏ¶ô,1993.45,2000.07,1989,1996.89,222998000,3233607,35254178,1178966725,100047269,5714508,419927125,1064,275655140,20131219,918,777,885,491,310,88,8,0,0,0,403,661,10,18,1.15
