³¯Â¥,USD,EUR,CNY,JPY,GBP
2015-04-21,1082.7,1162.66,174.67,907.66,1613.22
2015-04-22,1083.5,1163.41,174.84,905.52,1617.56
2015-04-23,1081.8,1159.96,174.65,901.61,1626.76
2015-04-24,1083.2,1171.81,174.97,905.8,1630.54
2015-04-27,1079.0,1172.23,174.14,907.6,1637.27
2015-04-28,1074.5,1169.0,172.85,902.22,1636.25
2015-04-29,1070.9,1175.1,172.61,901.09,1642.23
2015-04-30,1068.1,1187.03,172.25,897.22,1647.65
2015-05-04,1069.5,1196.93,172.17,889.99,1621.26
2015-05-06,1080.5,1207.94,174.06,900.87,1639.12
2015-05-07,1081.0,1226.56,174.29,905.32,1647.77
2015-05-08,1086.6,1221.72,174.92,907.58,1672.17
2015-05-11,1091.3,1221.76,175.7,910.67,1684.75
2015-05-12,1089.9,1215.08,175.41,907.3,1697.96
2015-05-13,1096.2,1229.55,176.55,914.38,1717.69
2015-05-14,1094.9,1242.93,176.59,918.85,1723.59
2015-05-15,1093.6,1247.09,176.28,917.53,1725.04
2015-05-18,1089.2,1246.43,175.6,912.23,1714.62
2015-05-19,1085.5,1228.62,174.9,904.96,1699.68
2015-05-20,1090.9,1216.19,175.69,904.0,1692.2
2015-05-21,1095.2,1215.07,176.45,903.37,1701.83
2015-05-22,1094.4,1215.66,176.6,904.13,1713.72
2015-05-26,1090.8,1197.64,175.86,897.41,1687.9
2015-05-27,1098.4,1195.39,176.92,892.97,1690.77
2015-05-28,1107.0,1207.02,178.38,894.73,1699.47
2015-05-29,1108.0,1215.2,178.59,894.63,1697.51
2015-06-01,1107.6,1214.54,178.52,892.04,1693.3
2015-06-02,1111.6,1214.59,179.16,890.53,1689.63
2015-06-03,1114.5,1242.83,179.73,898.39,1709.87
2015-06-04,1106.0,1246.41,178.42,889.53,1695.28
2015-06-05,1109.9,1241.42,178.85,891.95,1704.47
2015-06-08,1112.1,1235.38,179.04,885.11,1697.9
2015-06-09,1121.5,1265.11,180.65,900.12,1720.49
2015-06-10,1119.3,1262.57,180.2,899.9,1721.76
2015-06-11,1117.3,1264.62,179.94,909.74,1732.09
2015-06-12,1110.4,1248.7,178.75,899.11,1722.45
2015-06-15,1111.9,1247.77,178.9,901.53,1730.01
2015-06-16,1116.2,1259.02,179.66,904.5,1741.16
2015-06-17,1117.3,1256.46,179.95,905.54,1748.18
2015-06-18,1117.6,1267.64,180.1,905.12,1769.5
2015-06-19,1109.9,1262.07,178.86,902.61,1762.3
2015-06-22,1104.0,1254.59,177.86,899.5,1753.04
2015-06-23,1099.9,1247.78,177.28,891.51,1741.09
2015-06-24,1104.1,1233.61,178.05,891.12,1736.97
2015-06-25,1108.4,1241.74,178.69,894.88,1741.02
2015-06-26,1109.6,1243.36,178.82,897.99,1747.51
2015-06-29,1115.1,1226.5,179.68,909.43,1752.49
2015-06-30,1124.1,1260.51,181.09,917.15,1768.15
2015-07-01,1118.3,1244.84,180.2,913.61,1754.72
2015-07-02,1118.5,1235.44,180.22,907.62,1745.98
2015-07-03,1123.2,1245.35,181.08,912.69,1753.09
2015-07-06,1120.1,1235.92,180.44,915.9,1744.0
2015-07-07,1126.3,1245.12,181.27,918.68,1757.59
2015-07-08,1129.6,1243.18,181.57,921.86,1746.36
2015-07-09,1135.7,1257.9,182.54,940.81,1745.57
2015-07-10,1136.2,1256.52,182.67,933.57,1746.74
2015-07-13,1130.0,1258.2,181.74,922.04,1752.35
2015-07-14,1131.5,1245.39,182.01,915.86,1752.75
2015-07-15,1139.4,1254.76,183.32,923.68,1781.45
2015-07-16,1141.5,1250.57,183.62,921.12,1785.08
2015-07-17,1148.4,1249.06,184.79,925.05,1792.14
2015-07-20,1146.3,1242.3,184.49,923.65,1788.92
2015-07-21,1151.9,1247.8,185.35,926.82,1793.22
2015-07-22,1158.4,1267.0,186.55,935.29,1802.06
2015-07-23,1152.6,1259.45,185.52,929.63,1799.78
2015-07-24,1162.3,1276.96,187.04,938.21,1803.54
2015-07-27,1164.6,1278.09,187.12,940.75,1807.69
2015-07-28,1168.9,1295.9,187.78,948.01,1818.87
2015-07-29,1166.2,1290.17,187.56,943.68,1820.44
2015-07-30,1157.9,1272.18,186.08,934.32,1807.08
2015-07-31,1166.3,1275.41,187.52,939.28,1819.31
2015-08-03,1169.4,1283.36,187.97,943.37,1827.77
2015-08-04,1165.2,1276.19,187.35,939.83,1816.31
2015-08-05,1169.3,1273.48,187.94,940.67,1820.31
2015-08-06,1172.1,1278.0,188.51,939.33,1829.06
2015-08-07,1170.2,1278.62,188.2,938.41,1815.33
2015-08-10,1164.3,1276.54,187.27,936.76,1804.14
2015-08-11,1165.3,1283.75,187.44,935.65,1816.12
2015-08-12,1170.4,1292.59,182.66,935.8,1823.78
2015-08-13,1190.3,1327.9,184.48,958.34,1858.42
2015-08-17,1174.2,1302.89,182.2,944.57,1837.62
2015-08-18,1182.2,1309.35,183.4,950.05,1842.1
2015-08-19,1184.7,1306.61,183.94,952.45,1855.06
2015-08-20,1185.1,1317.71,183.81,956.5,1858.36
2015-08-21,1185.1,1330.69,184.02,959.83,1859.07
2015-08-24,1192.0,1357.99,184.8,982.24,1869.29
2015-08-25,1198.1,1389.56,184.3,1011.05,1887.73
2015-08-26,1194.6,1376.36,183.48,1004.33,1874.81
2015-08-27,1188.9,1347.74,183.21,988.57,1839.82
2015-08-28,1184.3,1331.69,182.82,978.15,1824.95
2015-08-31,1176.3,1317.28,182.08,970.06,1812.91
2015-09-01,1183.0,1327.15,183.65,975.91,1816.14
2015-09-02,1175.6,1328.13,183.19,982.86,1798.79
2015-09-03,1178.0,1321.89,182.75,977.92,1803.16
2015-09-04,1187.6,1320.55,184.18,988.43,1811.33
2015-09-07,1191.0,1327.85,184.43,1000.17,1808.89
2015-09-08,1202.0,1342.57,185.68,1007.63,1835.45
2015-09-09,1203.1,1348.74,186.31,1002.96,1852.53
2015-09-10,1192.0,1337.01,184.24,990.07,1831.21
2015-09-11,1195.8,1349.7,187.18,990.56,1845.96
2015-09-14,1183.8,1342.67,184.65,980.98,1827.73
2015-09-15,1181.0,1335.53,184.45,981.47,1821.34
2015-09-16,1182.4,1332.8,184.5,982.14,1814.39
2015-09-17,1179.4,1331.72,184.15,978.23,1827.72
2015-09-18,1169.7,1335.1,182.78,973.57,1821.69
2015-09-21,1166.7,1317.61,182.65,972.37,1810.84
2015-09-22,1173.0,1312.18,183.27,973.32,1819.09
2015-09-23,1177.2,1310.52,183.43,980.75,1807.24
2015-09-24,1187.5,1327.57,184.46,987.28,1810.23
2015-09-25,1191.8,1332.31,185.7,990.85,1814.87
2015-09-30,1194.5,1343.93,188.23,996.79,1810.38
2015-10-01,1190.4,1329.86,187.06,992.58,1800.42
2015-10-02,1179.0,1319.6,185.15,983.89,1784.48
2015-10-05,1180.5,1323.93,185.64,984.04,1792.59
2015-10-06,1172.1,1311.58,184.6,973.3,1775.38
2015-10-07,1164.8,1312.85,183.38,968.81,1773.87
2015-10-08,1165.2,1309.74,183.58,971.28,1784.68
2015-10-12,1159.4,1317.37,182.86,964.36,1776.43
2015-10-13,1147.4,1303.16,181.48,955.93,1760.34
2015-10-14,1147.5,1306.54,180.92,958.09,1750.28
2015-10-15,1150.1,1319.74,181.32,967.77,1779.66
2015-10-16,1133.7,1289.53,178.51,953.21,1754.17
2015-10-19,1128.9,1281.87,177.4,945.64,1743.02
2015-10-20,1125.3,1274.8,176.18,941.44,1740.05
2015-10-21,1130.1,1282.95,177.38,943.09,1745.61
2015-10-22,1131.3,1283.18,177.68,943.65,1744.24
2015-10-23,1138.2,1263.23,178.11,942.73,1751.52
2015-10-26,1127.4,1242.56,176.38,928.86,1726.33
2015-10-27,1134.1,1253.69,177.54,936.73,1740.84
2015-10-28,1131.2,1248.56,176.87,939.38,1731.47
2015-10-29,1132.9,1237.86,177.14,935.47,1730.05
2015-10-30,1142.3,1254.76,179.83,944.09,1749.78
2015-11-02,1138.6,1255.65,180.07,944.47,1757.26
2015-11-03,1140.1,1255.99,179.62,944.3,1757.81
2015-11-04,1133.4,1242.6,178.56,936.19,1747.42
2015-11-05,1129.5,1227.48,177.75,929.36,1738.02
2015-11-06,1137.1,1237.34,178.47,934.19,1729.47
2015-11-09,1138.6,1220.69,178.17,923.33,1713.08
2015-11-10,1154.1,1241.18,180.62,937.72,1744.6
2015-11-11,1158.2,1241.82,181.13,940.06,1751.31
2015-11-12,1154.8,1242.62,180.69,940.47,1756.85
2015-11-13,1154.5,1248.3,180.62,941.57,1758.36
2015-11-16,1161.3,1244.91,181.24,948.81,1768.08
2015-11-17,1172.7,1253.44,183.29,951.52,1782.8
2015-11-18,1169.2,1244.55,182.31,947.14,1779.23
2015-11-19,1173.4,1251.31,182.84,949.7,1787.38
2015-11-20,1164.2,1249.48,181.69,947.08,1780.12
2015-11-23,1156.9,1230.88,180.23,941.56,1756.98
2015-11-24,1157.9,1231.14,180.02,942.07,1750.92
2015-11-25,1155.6,1230.31,179.76,943.23,1743.34
2015-11-26,1145.1,1216.33,178.29,933.18,1731.91
2015-11-27,1145.7,1215.19,178.05,934.39,1730.29
2015-11-30,1150.4,1218.33,178.35,936.73,1730.14
2015-12-01,1157.7,1223.4,180.15,939.88,1743.15
2015-12-02,1158.1,1230.25,179.62,942.04,1745.78
2015-12-03,1159.3,1229.79,179.87,940.3,1732.75
2015-12-04,1167.4,1276.26,181.76,951.66,1767.56
2015-12-07,1156.8,1258.37,179.47,939.0,1747.75
2015-12-08,1166.4,1263.56,180.2,945.33,1755.14
2015-12-09,1176.0,1281.31,181.26,956.99,1765.23
2015-12-10,1178.2,1298.14,181.2,968.95,1788.39
2015-12-11,1177.5,1288.77,181.14,968.14,1784.68
2015-12-14,1179.7,1294.54,180.47,974.39,1792.26
2015-12-15,1186.1,1304.71,180.99,980.29,1799.49
2015-12-16,1182.9,1293.44,180.94,972.46,1779.02
2015-12-17,1178.2,1282.0,180.49,962.54,1765.06
2015-12-18,1178.9,1276.87,179.47,961.58,1757.03
2015-12-21,1184.3,1286.56,180.67,976.18,1766.15
2015-12-22,1178.2,1285.71,179.82,971.91,1753.87
2015-12-23,1176.1,1287.83,180.06,971.62,1743.57
2015-12-24,1171.7,1278.15,178.99,968.95,1742.85
2015-12-28,1171.0,1283.65,179.08,974.05,1747.54
2015-12-29,1165.0,1278.18,177.6,967.85,1734.04
2015-12-30,1167.7,1275.54,177.52,968.97,1730.3
2015-12-31,1172.0,1280.53,178.48,972.01,1735.91
2016-01-04,1172.0,1272.26,177.84,974.19,1726.59
2016-01-05,1184.3,1282.36,179.19,992.42,1742.16
2016-01-06,1187.7,1277.37,178.97,997.15,1743.78
2016-01-07,1193.9,1286.61,179.05,1007.72,1746.56
2016-01-08,1199.7,1310.37,179.04,1020.54,1754.62
2016-01-11,1196.2,1311.87,179.13,1023.49,1737.6
2016-01-12,1208.6,1312.54,180.91,1026.98,1757.97
2016-01-13,1208.5,1311.28,183.05,1026.63,1745.13
2016-01-14,1206.4,1313.65,183.52,1025.68,1739.93
2016-01-15,1212.7,1317.23,183.84,1026.45,1748.47
2016-01-18,1211.0,1322.23,183.09,1035.71,1726.4
2016-01-19,1212.5,1320.47,184.24,1032.75,1727.93
2016-01-20,1209.9,1320.3,183.43,1028.61,1714.13
2016-01-21,1211.6,1319.31,183.57,1036.13,1718.96
2016-01-22,1209.9,1315.28,183.09,1026.99,1721.51
2016-01-25,1203.2,1298.85,182.23,1013.43,1716.55
2016-01-26,1194.4,1296.22,180.77,1009.25,1702.2
2016-01-27,1201.4,1305.92,181.6,1014.91,1723.83
2016-01-28,1201.0,1309.15,181.6,1012.6,1710.46
2016-01-29,1208.4,1322.17,182.78,1017.13,1735.08
2016-02-01,1206.2,1305.35,182.44,993.37,1717.03
2016-02-02,1204.5,1311.88,182.57,995.66,1737.13
2016-02-03,1203.1,1314.51,181.86,1004.38,1734.03
2016-02-04,1216.7,1349.38,183.37,1031.58,1775.29
2016-02-05,1202.7,1347.51,181.83,1029.4,1753.54
2016-02-11,1195.1,1348.31,181.73,1053.37,1736.66
2016-02-12,1197.0,1354.64,182.78,1063.95,1732.66
2016-02-15,1206.5,1355.2,184.5,1062.2,1750.75
2016-02-16,1209.9,1351.22,185.85,1057.37,1747.1
2016-02-17,1216.6,1355.72,186.89,1065.56,1740.29
2016-02-18,1224.8,1363.32,187.56,1073.21,1749.87
2016-02-19,1225.7,1361.45,187.87,1081.96,1757.04
2016-02-22,1233.9,1372.34,189.23,1096.95,1763.92
2016-02-23,1233.2,1360.03,189.01,1092.1,1745.29
2016-02-24,1230.1,1355.51,188.31,1098.25,1725.15
2016-02-25,1234.8,1360.44,188.92,1102.75,1719.89
2016-02-26,1236.1,1362.68,189.08,1094.81,1725.04
2016-02-29,1235.4,1348.32,189.0,1085.83,1712.51
2016-03-02,1240.9,1348.73,189.53,1088.37,1731.74
2016-03-03,1232.7,1340.01,188.31,1085.46,1735.46
2016-03-04,1218.9,1334.51,186.27,1071.7,1727.24
2016-03-07,1208.5,1328.99,185.41,1061.53,1719.15
2016-03-08,1200.7,1322.33,184.6,1059.57,1712.26
2016-03-09,1205.2,1326.32,185.17,1069.81,1712.35
2016-03-10,1214.5,1335.95,186.36,1071.7,1726.53
2016-03-11,1208.8,1351.2,185.39,1068.46,1726.95
2016-03-14,1200.1,1339.91,184.88,1055.17,1725.74
2016-03-15,1186.5,1317.19,182.88,1042.66,1696.52
2016-03-16,1189.2,1321.2,182.98,1050.85,1683.19
2016-03-17,1192.7,1338.15,183.04,1057.83,1699.84
2016-03-18,1174.5,1329.3,180.83,1054.4,1700.09
2016-03-21,1161.3,1308.84,179.76,1041.1,1679.76
2016-03-22,1165.3,1309.74,179.95,1039.61,1674.89
2016-03-23,1159.5,1300.84,178.84,1032.69,1648.46
2016-03-24,1158.8,1295.54,178.27,1030.73,1635.53
2016-03-25,1167.1,1304.7,179.19,1034.8,1651.8
2016-03-28,1169.4,1304.99,179.11,1031.81,1652.77
2016-03-29,1169.6,1310.01,179.31,1031.35,1667.85
2016-03-30,1163.0,1312.91,178.51,1031.44,1672.86
2016-03-31,1153.5,1307.43,177.69,1026.02,1658.44
2016-04-01,1144.5,1302.15,176.81,1016.84,1644.19
2016-04-04,1148.9,1308.94,177.44,1028.51,1634.2
2016-04-05,1147.8,1307.23,177.43,1031.87,1637.16
2016-04-06,1155.0,1314.74,178.38,1047.24,1635.08
2016-04-07,1155.9,1317.26,178.29,1053.45,1633.23
2016-04-08,1154.5,1313.01,178.12,1065.48,1623.11
2016-04-11,1156.5,1319.22,178.44,1068.61,1633.44
2016-04-12,1149.2,1311.64,177.5,1065.11,1634.85
2016-04-14,1144.7,1290.94,176.72,1046.3,1625.13
2016-04-15,1153.4,1299.31,177.66,1054.44,1631.66
2016-04-18,1150.7,1299.08,177.28,1061.73,1631.29
2016-04-19,1151.1,1301.84,177.35,1057.46,1643.48
2016-04-20,1140.5,1295.49,175.97,1044.27,1641.52
2016-04-21,1132.3,1279.61,174.89,1030.96,1623.27
2016-04-22,1134.9,1281.19,174.98,1037.05,1625.18
2016-04-25,1141.1,1281.68,175.85,1023.45,1648.55
2016-04-26,1149.7,1295.31,176.55,1034.09,1665.05
2016-04-27,1149.7,1298.82,176.74,1033.02,1676.09
2016-04-28,1145.9,1297.96,176.31,1027.85,1665.91
2016-04-29,1143.9,1298.38,175.95,1058.19,1670.95
2016-05-02,1138.1,1304.03,175.51,1068.09,1661.06
2016-05-03,1140.8,1314.94,175.95,1071.83,1673.1
2016-05-04,1137.1,1308.01,175.34,1065.05,1653.91
2016-05-09,1153.5,1314.76,177.2,1075.17,1664.67
2016-05-10,1164.7,1325.95,178.72,1074.69,1678.74
2016-05-11,1174.0,1335.01,179.51,1074.55,1695.73
2016-05-12,1168.1,1334.38,178.78,1077.33,1686.27
2016-05-13,1164.1,1324.63,178.35,1068.13,1681.89
2016-05-16,1169.4,1323.29,178.58,1077.24,1678.32
2016-05-17,1178.6,1333.64,179.79,1080.59,1699.01
2016-05-18,1173.3,1327.35,179.38,1075.14,1696.12
2016-05-19,1180.9,1325.38,180.33,1072.23,1724.35
2016-05-20,1190.8,1333.93,181.27,1083.28,1738.98
2016-05-23,1188.4,1333.27,181.11,1078.75,1722.94
2016-05-24,1183.1,1326.91,180.37,1082.88,1713.42
2016-05-25,1188.6,1324.1,181.12,1080.1,1737.44
2016-05-26,1185.8,1322.64,180.76,1076.39,1743.48
2016-05-27,1181.0,1321.89,180.09,1076.33,1731.88
2016-05-30,1179.3,1310.2,179.69,1065.46,1724.2
2016-05-31,1190.6,1326.8,180.77,1072.76,1741.97
2016-06-01,1190.5,1325.21,180.61,1075.67,1725.21
2016-06-02,1192.2,1333.77,180.78,1088.82,1718.62
2016-06-03,1189.6,1326.64,180.7,1092.73,1714.39
2016-06-07,1186.5,1347.39,180.16,1103.77,1714.79
2016-06-08,1163.2,1320.99,176.98,1083.41,1691.41
2016-06-09,1156.5,1318.06,175.94,1081.65,1678.25
2016-06-10,1155.8,1307.61,175.94,1080.14,1671.63
2016-06-13,1163.1,1308.14,176.58,1090.12,1654.16
2016-06-14,1172.8,1324.62,177.73,1105.63,1666.61
2016-06-15,1172.5,1314.26,177.73,1105.77,1654.51
2016-06-16,1176.3,1324.87,178.08,1111.24,1669.88
2016-06-17,1170.1,1314.72,177.45,1121.38,1663.12
2016-06-20,1170.8,1326.87,177.47,1118.94,1696.14
2016-06-21,1163.2,1316.16,176.64,1119.81,1706.3
2016-06-22,1158.2,1303.73,175.82,1105.94,1698.15
2016-06-23,1155.7,1310.16,175.22,1103.56,1711.3
2016-06-24,1151.2,1307.25,174.83,1086.91,1707.46
2016-06-27,1168.5,1292.65,175.15,1143.96,1572.45
2016-06-28,1183.3,1303.23,177.71,1160.84,1565.33
2016-06-29,1175.9,1302.13,176.32,1145.77,1570.59
2016-06-30,1164.7,1295.5,174.67,1132.15,1566.93
2016-07-01,1152.6,1279.96,173.2,1116.86,1537.28
2016-07-04,1147.5,1277.45,172.14,1118.48,1524.11
2016-07-05,1148.1,1279.96,172.0,1119.72,1525.08
2016-07-06,1153.0,1275.51,172.5,1135.12,1495.73
2016-07-07,1165.8,1293.22,173.97,1152.6,1503.59
2016-07-08,1156.6,1279.08,172.72,1148.5,1490.28
2016-07-11,1159.2,1280.74,172.98,1151.66,1500.58
2016-07-12,1147.8,1269.52,171.37,1117.79,1491.51
2016-07-13,1149.3,1271.41,171.41,1097.34,1523.4
2016-07-14,1145.7,1271.67,171.25,1100.21,1502.64
2016-07-15,1141.8,1268.77,170.65,1084.18,1523.9
2016-07-18,1132.7,1252.43,169.24,1073.29,1501.05
2016-07-19,1136.3,1258.57,169.47,1069.86,1508.04
2016-07-20,1138.4,1254.46,169.73,1071.59,1492.56
2016-07-21,1140.8,1256.31,170.22,1064.63,1508.99
2016-07-22,1140.2,1257.47,170.85,1077.13,1508.03
2016-07-25,1135.0,1244.75,170.06,1067.48,1491.39
2016-07-26,1136.9,1249.57,170.02,1075.34,1489.11
2016-07-27,1138.4,1250.93,170.39,1087.35,1496.26
2016-07-28,1134.1,1254.6,169.86,1077.89,1499.68
2016-07-29,1125.7,1246.71,168.94,1073.68,1481.7
2016-08-01,1122.4,1253.83,168.69,1096.79,1482.07
2016-08-02,1111.0,1240.21,167.56,1084.91,1464.85
2016-08-03,1108.9,1244.24,166.71,1097.76,1479.61
2016-08-04,1114.0,1242.0,167.8,1099.87,1484.46
2016-08-05,1113.8,1239.66,167.74,1100.86,1461.47
2016-08-08,1111.3,1232.38,167.14,1087.96,1453.14
2016-08-09,1112.7,1233.21,166.89,1086.57,1451.02
2016-08-10,1107.2,1230.71,166.06,1086.24,1440.14
2016-08-11,1096.1,1225.99,164.81,1082.94,1427.29
2016-08-12,1098.6,1223.79,165.41,1078.38,1423.57
2016-08-16,1101.1,1231.75,165.57,1088.1,1419.43
2016-08-17,1095.0,1234.83,164.86,1091.56,1427.33
2016-08-18,1102.3,1244.61,166.08,1101.14,1437.73
2016-08-19,1106.4,1255.49,166.82,1105.35,1456.35
2016-08-22,1115.2,1261.9,167.82,1111.03,1458.24
2016-08-23,1125.3,1273.61,168.76,1121.6,1477.91
2016-08-24,1117.4,1263.44,167.93,1114.45,1474.86
2016-08-25,1121.6,1263.48,168.29,1116.3,1484.16
2016-08-26,1119.0,1262.9,167.74,1112.71,1476.07
2016-08-29,1113.9,1247.46,166.89,1092.97,1463.0
2016-08-30,1125.2,1258.59,168.08,1103.57,1474.69
2016-08-31,1118.5,1246.85,167.18,1086.29,1463.28
2016-09-01,1117.4,1246.91,167.08,1081.18,1468.49
2016-09-02,1119.3,1252.78,167.29,1084.33,1485.42
2016-09-05,1117.6,1247.07,167.17,1074.36,1485.63
2016-09-06,1108.2,1235.31,165.68,1071.29,1473.74
2016-09-07,1105.0,1242.68,165.17,1082.64,1483.57
2016-09-08,1093.2,1228.81,163.81,1075.19,1458.11
2016-09-09,1093.2,1231.93,163.86,1068.36,1454.5
2016-09-12,1099.5,1235.29,164.58,1073.78,1458.05
2016-09-13,1110.6,1248.2,166.01,1090.53,1481.04
2016-09-19,1112.3,1240.94,166.02,1087.29,1447.88
2016-09-20,1120.0,1252.1,168.06,1100.14,1460.2
2016-09-21,1119.5,1248.8,167.76,1100.62,1453.95
2016-09-22,1116.8,1249.48,166.97,1112.46,1455.3
2016-09-23,1103.1,1236.63,165.33,1094.29,1442.74
2016-09-26,1104.2,1240.51,165.37,1093.43,1432.81
2016-09-27,1106.9,1245.37,165.66,1103.31,1435.59
2016-09-28,1103.5,1237.96,165.05,1099.71,1436.59
2016-09-29,1095.7,1229.54,163.93,1085.77,1430.82
2016-09-30,1096.3,1230.32,163.97,1083.68,1422.28
2016-10-04,1102.0,1235.67,165.36,1083.37,1416.13
2016-10-05,1105.1,1238.04,165.28,1074.79,1407.12
2016-10-06,1113.8,1248.35,166.43,1076.19,1420.1
2016-10-07,1111.3,1238.54,165.94,1069.95,1336.39
2016-10-10,1115.7,1249.14,166.17,1082.73,1387.26
2016-10-11,1111.0,1237.88,165.81,1071.82,1373.47
2016-10-12,1117.2,1235.57,166.17,1080.73,1364.83
2016-10-13,1123.3,1237.03,167.06,1077.51,1369.58
2016-10-14,1130.5,1249.88,167.56,1091.06,1384.3
2016-10-17,1132.9,1242.96,168.24,1087.5,1377.49
2016-10-18,1140.3,1254.56,169.22,1097.71,1389.85
2016-10-19,1132.3,1242.81,168.01,1090.22,1392.11
2016-10-20,1122.8,1232.61,166.41,1086.04,1379.75
2016-10-21,1124.0,1228.19,166.57,1080.61,1377.35
2016-10-24,1134.5,1234.22,167.81,1091.29,1386.25
2016-10-25,1134.5,1233.43,167.49,1087.52,1386.64
2016-10-26,1136.5,1237.53,167.51,1091.79,1384.2
2016-10-27,1132.4,1235.39,167.03,1083.07,1385.66
2016-10-28,1140.2,1242.36,168.02,1083.33,1386.26
2016-10-31,1145.2,1257.14,168.65,1094.42,1396.0
2016-11-01,1144.6,1255.8,168.83,1091.71,1400.76
2016-11-02,1141.8,1262.37,168.33,1097.46,1397.62
2016-11-03,1148.7,1274.65,169.57,1111.36,1413.07
2016-11-04,1140.6,1266.58,168.47,1107.81,1421.7
2016-11-07,1143.4,1267.8,168.85,1099.58,1426.16
2016-11-08,1141.6,1261.07,168.29,1091.97,1415.18
2016-11-09,1137.5,1251.88,167.59,1081.48,1406.92
2016-11-10,1145.8,1250.81,167.69,1083.45,1422.51
2016-11-11,1151.0,1253.09,168.89,1077.11,1443.87
2016-11-14,1164.4,1262.03,170.44,1090.67,1465.92
2016-11-15,1169.8,1256.89,171.25,1080.5,1462.48
2016-11-16,1168.8,1253.6,170.3,1071.8,1455.16
2016-11-17,1167.2,1249.55,169.71,1072.6,1452.23
2016-11-18,1174.4,1247.86,170.47,1065.84,1457.96
2016-11-21,1182.3,1251.64,171.15,1065.28,1459.96
2016-11-22,1183.6,1257.93,171.23,1067.56,1477.72
2016-11-23,1175.5,1249.26,170.19,1057.68,1460.26
2016-11-24,1174.9,1239.11,169.78,1043.98,1460.17
2016-11-25,1182.4,1248.56,170.11,1044.02,1472.38
2016-11-28,1178.9,1249.52,169.8,1044.34,1469.73
2016-11-29,1170.3,1242.39,168.93,1046.64,1453.1
2016-11-30,1168.5,1244.34,168.98,1038.81,1459.63
2016-12-01,1168.0,1237.67,169.23,1020.76,1461.58
2016-12-02,1172.6,1250.05,170.01,1027.47,1476.83
2016-12-05,1170.5,1233.47,170.07,1034.01,1479.98
2016-12-06,1173.8,1262.89,170.52,1031.37,1494.07
2016-12-07,1169.5,1253.65,170.31,1025.52,1482.81
2016-12-08,1169.4,1257.98,169.56,1029.27,1476.78
2016-12-09,1159.1,1230.38,168.09,1015.73,1458.55
2016-12-12,1166.2,1229.82,168.62,1009.83,1467.72
2016-12-13,1170.2,1244.98,168.84,1018.5,1483.87
2016-12-14,1165.5,1238.69,168.23,1011.5,1475.64
2016-12-15,1168.3,1228.35,168.57,996.29,1462.36
2016-12-16,1180.1,1229.66,170.15,997.89,1466.22
2016-12-19,1183.4,1237.01,170.59,1004.88,1478.3
2016-12-20,1186.4,1234.03,170.82,1013.06,1469.95
2016-12-21,1191.2,1238.19,171.54,1010.78,1473.51
2016-12-22,1194.2,1245.61,172.05,1016.47,1475.25
2016-12-23,1198.0,1249.99,172.61,1018.75,1471.92
2016-12-26,1202.9,1257.99,173.14,1025.97,1476.86
2016-12-27,1199.4,1254.09,172.49,1023.38,1472.26
2016-12-28,1205.3,1260.74,173.27,1026.01,1479.2
2016-12-29,1207.6,1258.44,173.63,1031.7,1476.11
2016-12-30,1208.5,1267.6,173.26,1036.81,1480.17
2017-01-01,1208.5,1267.6,173.26,1036.81,1480.17
2017-01-02,1208.5,1272.37,173.26,1034.45,1492.2
2017-01-03,1207.8,1263.48,173.1,1028.83,1483.48
2017-01-04,1206.2,1256.74,173.18,1025.99,1476.93
2017-01-05,1206.7,1265.65,173.46,1028.51,1486.71
2017-01-06,1191.6,1263.99,173.48,1031.91,1480.21
2017-01-07,1191.6,1263.99,173.48,1031.91,1480.21
2017-01-08,1191.6,1263.99,173.48,1031.91,1480.21
2017-01-09,1189.1,1252.12,174.37,1014.81,1458.01
2017-01-10,1205.5,1276.38,175.31,1040.17,1467.58
2017-01-11,1198.7,1265.11,174.35,1035.01,1459.12
2017-01-12,1196.4,1266.03,173.25,1036.92,1459.97
2017-01-13,1182.8,1255.36,171.62,1031.44,1438.52
2017-01-14,1182.8,1255.36,171.62,1031.44,1438.52
2017-01-15,1182.8,1255.36,171.62,1031.44,1438.52
2017-01-16,1177.7,1252.31,171.6,1030.49,1418.3
2017-01-17,1180.5,1251.51,172.13,1034.75,1419.85
2017-01-18,1180.9,1264.92,172.51,1047.73,1464.67
2017-01-19,1165.6,1239.67,170.96,1017.5,1429.84
2017-01-20,1177.1,1254.79,172.19,1023.16,1452.25
2017-01-21,1177.1,1254.79,172.19,1023.16,1452.25
2017-01-22,1177.1,1254.79,172.19,1023.16,1452.25
2017-01-23,1172.5,1255.57,171.43,1025.72,1451.79
2017-01-24,1166.7,1256.65,171.04,1035.87,1462.69
2017-01-25,1163.6,1248.6,170.74,1021.91,1457.87
2017-01-26,1166.2,1253.49,170.89,1028.58,1473.2
2017-01-27,1166.2,1253.49,170.89,1028.58,1473.2
2017-01-28,1166.2,1253.49,170.89,1028.58,1473.2
2017-01-29,1166.2,1253.49,170.89,1028.58,1473.2
2017-01-30,1166.2,1253.49,170.89,1028.58,1473.2
2017-01-31,1157.8,1239.48,169.7,1017.89,1446.9
2017-02-01,1165.5,1259.21,169.94,1034.25,1466.78
2017-02-02,1155.2,1243.75,168.97,1019.5,1462.89
2017-02-03,1149.2,1236.71,168.54,1018.48,1440.12
